id,status,votes,title,avg_age,polarity,budget,category,level,district,detailed_localization,description,attachments
491,niewybrany,116,"Plac wyzwolenia, przestrzeń miejska ",42.0862068966,-1,250000,rewitalizacja,do 250 000 zł,"Osobowice-Rędzin, Świniary, Lipa Piotrowska, Widawa, Polanowice-Poświętne-Ligota, Sołtysowice",brak.,"Kilka  drobnych elementów - przestrzennych interwencji - pozwoli na poprawę estetyki tego miejsca, zwiększy bezpieczeństwo i wpłynie na jakość życia mieszkańców.  Obecny stan i wrażenie nie odpowiada miejscu (historyczne centrum Osobowic) nie wspominając o randze nadanej temu miejscu w nazwie. 
Stan aktualny nie wynika  z błędów, złych  decyzji a jedynie z wieloletnich zaniedbań i braku bieżących napraw. Zniszczona nawierzchnia oraz jej brak zmuszają mieszkańców, uczniów idących do szkoły, do korzystania z jezdni (brak chodnika) co stwarza niebezpieczeństwo. Dodatkowo wykorzystywanie przez miasto nieutwardzonych terenów na ustawianie kontenerów  na odpady (bardzo dużo kontenerów)  z pobliskich budynków komunalnych a także ogólnodostępnych  kontenerów do selektywnej zbiórki  dopełnia depresyjny  charakter miejsca, zamieniając plac w składowisko odpadów. 
Proponowane rozwiązanie ogranicza się do zachodniej i północnej strony placu Wyzwolenia,  najbardziej zaniedbanej i chaotycznej a jednocześnie kluczowej dla poprawy przestrzennej tego miejsca.
 Proponowane elementy to: chodnik z kostki betonowej wzdłuż ulicy Jarocińskiej, łączący istniejące chodniki,  utwardzenie terenu na płycie placu, między krawężnikiem jezdni a istniejącym obrzeżem trawnika, słupki uliczne zabezpieczające przed niepożądanym parkowaniem /nowa, równa nawierzchnia prowokuje/,  siedzisko betonowe, jednocześnie  mur opór dla terenów zielonych, kosze na śmieci.
Ta drobna interwencja, składająca się z  kilku typowych charakterystycznych elementów dla placów jak ławki, chodnik, boks na śmieci poprawi  komfort i bezpieczeństwo dla pieszych a w połączeniu z istniejącym założeniem urbanistycznym oraz zielenią spowoduje drastyczny wzrost atrakcyjności i poprawę estetyczną tego miejsca. ","[['../wbo2016/files/attachments_2016/491/bca215cf388f12f5adcf70fa0761428e.pdf', '\n\n\nZałącznik nr 1(    3.48 MB)\n\n']]"
791,niewybrany,191,"""Dla każdego coś dobrego"" - przebudowa podwórka (boiska) przy Szkole Podstawowej nr 58 ul. Składowa ",41.7591623037,0,250000,edukacja,do 250 000 zł,"Nadodrze, Ołbin, Stare Miasto, Plac Grunwaldzki, Przedmieście Świdnickie",ul. Składowa 2/4 Wrocław,"Projekt przebudowy przestrzeni wokół boiska przy ul. Składowej 2/4 należącego do Szkoły Podstawowej nr 58   
Projekt zgłoszony na formularzu papierowym, skan wniosku znajduje się w załączniku.","[['../wbo2016/files/attachments_2016/791/70ad4a0375f8b08b29052524ced5a00f.pdf', '\n\n\nZałącznik nr 1(    407.16 KB)\n\n'], ['../wbo2016/files/attachments_2016/791/fb64bc4b130ba01adc9a95f59c8896b6.pdf', '\n\n\nZałącznik nr 2(    639.29 KB)\n\n']]"
673,niewybrany,857,„Stadion Muchoborek” przy Szkole Podstawowej nr 28 ,46.9101516919,1,550000,edukacja,do 750 000 zł,"Kuźniki, Nowy Dwór, Muchobór Mały",brak.,"Boisko do piłki nożnej planowane jest na niezagospodarowanych terenach należących do Szkoły Podstawowej nr 28. Od wielu lat podejmowane były działania, aby na tym obszarze wybudować profesjonalne boisko trawiaste.  Uczniowie SP28 pod opieką swoich nauczycieli odnoszą liczne sukcesy, pomimo że nie ma klasy sportowej. Niestety ich treningi ograniczone są tylko do sali gimnastycznej, ponieważ ani w szkole, ani na osiedlu nie ma odpowiedniego zaplecza sportowego. Zapotrzebowanie na boisko cyklicznie zgłaszają uczniowie, rodzice, nauczyciele, absolwenci i mieszkańcy Muchoboru Małego. Na terenie osiedla brakuje miejsc, gdzie dzieci i młodzież mogliby rozwijać swoją sprawność fizyczną i aktywnie spędzać wolny czas.
Beneficjentami projektowanego obiektu w godzinach pracy szkoły będą uczniowie SP28, a po wcześniejszym uzgodnieniu  z dyrekcją, również uczniowie ZS3. Po godzinach zajęć szkolnych do godziny 22.00 z obiektu będą mogli korzystać mieszkańcy osiedla.","[['../wbo2016/files/attachments_2016/673/de9ef194f64a1a7ef10a909e709fd7bc.docx', '\n\n\nFormularz poprawkowy(    79.63 KB)\n\n']]"
298,wycofany,,Plac zabaw sportowo-rekreacyjny zlokalizowany na terenie Przedszkola 79 ,0,1,400000,edukacja,do 750 000 zł,"Nadodrze, Ołbin, Stare Miasto, Plac Grunwaldzki, Przedmieście Świdnickie","Okolica Placu Grunwaldzkiego, pomiędzy ulicami Piwną, Miłą i Ładną",Projekt przewiduje stworzenie bezpiecznego terenu rekreacyjno-sportowego dla dzieci w wieku przedszkolnym oraz szkolnym. Zagospodarowanie  pozwoli dzieciom bezpiecznie i atrakcyjnie spędzać czas na świeżym powietrzu. W okolicy przedszkola mieszka wiele rodzin z małymi dziećmi więc taki zagospodarowany duży plac byłby wymarzonym miejscem na spędzanie czasu dla całych rodzin.,[]
45,niewybrany,153,Remont chodnika na ul.Jedności Narodowej ,38.3137254902,-2,750000,piesze/rowerowe,do 750 000 zł,"Nadodrze, Ołbin, Stare Miasto, Plac Grunwaldzki, Przedmieście Świdnickie",brak.,"Projekt dotyczy remontu chodnika na ulicy Jedności Narodowej pomiędzy ulicą Probusa a rondem Anny German po stronie południowo-wschodniej.

Poruszanie się pieszo jest w tym miejscu utrudnione. Źródłem problemu jest bardzo zły stan nawierzchni chodnika. Zadanie poprawiające sytuację pieszych powinno obejmować 2 elementy:
- remont nawierzchni chodnika: zastosowanie nawierzchni z pyt betonowych na szerokość 
pasa użytkowego 2 m z opaską z kostki granitowej łupanej lub staroużytecznej przy murze kamienic oraz przy krawężniku,
- montaż słupków na granicy miejsc parkingowych i chodnika o gęstości 1,5 - 2 m.

Miejsca parkingowe dla samochodów po tej stronie ulicy pozostaną w dotychczasowym układzie ukośnie do osi jezdni lecz zostaną umieszczone całkowicie na ulicy. Z pomiarów wynika, że poza chodnikiem ewentualne przesunięcia parkowania są możliwe kosztem jezdni lub pasa rowerowego.

Proponuję pozostawienie pasa rowerowego w dotychczasowej szerokości 2 m, zwężenie pasa ruchu do minimalnej dopuszczalnej szerokości 3,5 m oraz zwężenie remontowanego chodnika o około 0,5 m. Można rozważyć postawienie stojaków rowerowych zamiast słupków blokujących wjazd na chodnik lub na jezdni przy wyjeździe z bram w celu ułatwienia skrętu w prawo.
",[]
495,wycofany,,Bezpieczna droga dla przedszkolaka ,0,1,50000,drogowe,do 250 000 zł,"Gajowice, Powstańców Śląskich, Borek",brak.,"W okolicy skrzyżowania ulic Racławickiej, Gajowickiej i Orlej znajdują się 3 przedszkola (2 przy ul. Orlej oraz 1 przy ul. Gajowickiej). Ruch drogowy, który odbywa się w obrębie tego skrzyżowania jednak niczym nie przypomina bezpiecznej drogi osiedlowej, przyjaznej maluchom. Pieszymi na skrzyżowaniu są najczęściej rodzice odprowadzający swoje dzieci do przedszkola, często z młodszym rodzeństwem w wózkach. Korzystają z niego także uczniowie Gimnazjum przy ul. Jastrzębiej w drodze na basen przy ul. Racławickiej. W okolicy mieszka też wiele osób starszych, często poruszających się z trudnością.
Doświadczenie pokazuje, że zastosowanie zwykłych ograniczeń prędkości nie jest skuteczne. Z tego też powodu proponuje się realizację dwóch działań. Jednym z nich jest zastosowanie wysepek (tzw. uszy myszki Miki) wzdłuż krawędzi jezdni w celu skrócenia przejścia dla pieszych. Rozwiązanie to poprzez zmniejszenie szerokości pasa ruchu wymusi spokojniejszą i bardziej uważną jazdę oraz zapobiegnie tworzeniu dwóch torów jazdy (niebezpiecznych, ponieważ często jeden z pojazdów nie zatrzymuje się gdy pieszy przechodzi przez jezdnię). Przed wysepką na ul. Racławickiej można dodatkowo stworzyć miejsca parkingowe dla rowerów oraz samochodów. Dzięki temu kierowcy nie będą zastawiać chodnika, co na co dzień dodatkowo komplikuje przejście w tym miejscu. Drugim rozwiązaniem jest zastosowanie trójwymiarowych malunków na jezdni. W ten sposób kierowcy odruchowo redukują prędkość. Dodatkowo zauważyć należy, że jest to rozwiązanie innowacyjne, niestosowane dotąd w Polsce. Doświadczenia z innych krajów wskazują jednak na skuteczność tej metody. Nietypowa inicjatywa przyczyni się także do jej rozgłosu, zwracając uwagę szerszego grona odbiorców na ten problem.",[]
103,wycofany,,Droga rowerowa po wschodniej stronie Borowskiej ,0,1,250000,piesze/rowerowe,do 250 000 zł,"Huby, Gaj, Tarnogaj",brak.,"Aktualnie droga rowerowa przebiega po drugiej stronie, sporo rowerzystów jeździ po chodniku. Droga rowerowa od Kukuczki aż do Armii Krajowej połączy istniejące drogi rowerowe. Przy drodze tej znajduje się duży kościół oraz sklep Lidl.","[['../wbo2016/files/attachments_2016/103/b2a954f4426101f15988867f83ae3c30.docx', '\n\n\nFormularz poprawkowy(    96.88 KB)\n\n']]"
700,niewybrany,330,Utwardzenie fragmentu drogi  dojazdowej (bez nazwy) z gminy Miękinia od przejazdu kolejowego w Żurawińcu do Wrocławia ul. Wińska. ,44.7090909091,0,650000,drogowe,do 750 000 zł,"Leśnica, Maślice, Pracze Odrzańskie","Fragment gruntowy drogi (bez nazwy) od przejazdu kolejowego w Żurawińcu do ul. Wińskiej we Wrocławiu, w całości położony na działce nr 3/1.","Opis: Obecnie jest to niewielki fragment (ok. 350m) dziurawej drogi gruntowej bez nazwy, którą mieszkańcy gminy Miękinia dojeżdżają codziennie do Wrocławia do pracy i z powrotem. Nie istnieje bowiem żadna komunikacja autobusowa łącząca te przedmieścia z miastem. Kilkukilometrowa droga została już w większości utwardzona asfaltem przez jej częściowych właścicieli (gminę Miękinia, Lasy Państwowe, PKP), pozostał jedynie ostatni, niewielki ok. 350m odcinek drogi gruntowej należący do gminy Wrocław.  
Uzasadnienie: Dojazd tą drogą przez ul. Dolnobrzeską bezpośrednio do Leśnicy odciąża znacząco drogę wlotową do miasta nr 94 i przyspiesza dojazd do pracy o ok. 40 minut. 
Beneficjenci: setki mieszkańców gminy Miękinia (Żurawiniec, Krępice, Kokorzyce, Mrozów, Miękinia i dalsze) pracujących we Wrocławiu i tworzących we wrocławskich firmach dochody i podatki dla miasta Wrocławia.
",[]
126,wybrany,625,Budowa progów zwalniających na ulicy Aleja Piastów na Oporowie na lewych pasach obu jezdni całej długości ulicy w odległości maksymalnie 77metrów od siebie każdego z progów-spokojna Al. Piastów ,51.6048,1,250000,drogowe,do 250 000 zł,"Grabiszym-Grabiszynek, Krzyki-Partynice, Oporów, Klecina",Aleja Piastów,"Ulica Aleja Piastów jest jedną z najstarszych ulic Oporowa. Aby zachować jej kameralny charakter zgłoszony zostaje projekt dotyczący budowy progów zwalniających na całej jej długości uwzględniający możliwość swobodnego przejazdu pojazdów komunikacji miejskiej przez spowalniacze (załączone zdjęcie progu zwalniającego wykonanego na tej ulicy, jednak tylko na krótkim odcinku). Projekt przewiduje budowę progów na całej długości ulicy, tylko na lewych pasach jezdni i odległości maksymalnie 77 metrów od siebie.  Celem projektu jest uspokojenie ruchu na Alei Piastów na której nieprzestrzegane są obowiązujące przepisy ruchu drogowego - nadmierna prędkość.","[['files/attachments_2016/126/ece58bb8c8444e79d74ee59b3e60fdc0.JPG', '\n\n\n\n\n'], ['files/attachments_2016/126/c6116debb655de7e95437bd75a435c8b.JPG', '\n\n\n\n\n'], ['../wbo2016/files/attachments_2016/126/eb0c3bb37cfaa97db00cb39f0aa88f60.pdf', '\n\n\nFormularz poprawkowy(    125.92 KB)\n\n']]"
708,wycofany,,Rowerem dookoła Ronda... Wyznaczenie dwukierunkowej drogi dla rowerów dookoła placu Powstańców Śląskich celem połączenia istniejącej infrastruktury i ułatwienia korzystania z roweru w jego rejonie. ,0,1,250000,drogowe,do 250 000 zł,"Gajowice, Powstańców Śląskich, Borek","Plac Powstańców Śląskich - ""Rondo""","Projekt ma na celu ułatwienie rowerzystom korzystania z Ronda (pl. Powstańców Śląskich) i połączenie obecnie porozrywanych ciągów komunikacyjnych. Znacznie ułatwi to dojazd rowerem do ZUSu, zakładu energetycznego, kościoła przy Sudeckiej oraz wielu innych atraktorów ruchu, znajdujących się na ulicach wlotowych do Ronda.

Projekt składa się z dwóch zadań.

* I. Wykonanie brakujących przejazdów rowerowych

  1) Południowy wlot ulicy Powstańców Śląskich: 
     - Wymalowanie przejazdu rowerowego, zamiana istniejących sygnalizatorów dla pieszych S5 w sygnalizatory pieszo-rowerowe (S5 + S6).
  2) Wlot ulicy Sudeckiej - w poprzek tej ulicy:
     - Nowy przejazd rowerowy bez sygnalizacji + obniżenia krawężników.
  3) Wlot ulicy Kamiennej - w poprzek tej ulicy:
     - Nowy przejazd rowerowy bez sygnalizacji, z obniżonymi krawężnikami. 
  4)  Północny wlot ulicy Powstańców Śląskich 
     - bez zmian.
  5) Wlot ulicy Zaporoskiej:
     - Kontynuacja istniejącego przejazdu na północnej nitce ulicy przez wyspę  i południową nitkę ulicy, bez sygnalizacji świetlnej, dodatkowo konieczne obniżenie krawężników.
  6) Wlot ulicy Pretficza:
     - Nowy przejazd rowerowy, bez sygnalizacji + obniżenia krawężników.

* II. Wyznaczenie DDR (drogi dla rowerów) lub DDRiP (drogi dla rowerów i pieszych) na brakujących odcinkach

  1) Od Powstańców do Sudeckiej: DDR przy krawężniku na kostce bazaltowej, korekty krawężnika.
  2) Od Sudeckiej do Kamiennej: DDR asfaltowy przy krawężniku kosztem (10) miejsc parkingowych lub DDRiP przy zachowaniu tych miejsc.
  3) Kamienna do Powstańców: bez zmian.
  4) Powstańców do Zaporoskiej: bez zmian.
  5) Zaporoska do Pretficza: jak w pkt. 2 (w tym przypadku ok. 15 miejsc)
  6) Pretficza do Powstańców: zamiana chodnika w DDRiP.",[]
497,wycofany,,Ciąg pieszo-rowerowy na ul. Borowskiej miedzy ul. Świeradowską a aleją Armii Krajowej ,0,0,250000,piesze/rowerowe,do 250 000 zł,"Huby, Gaj, Tarnogaj",wschodnia stroną ul. Borowskiej między ul. Świeradowską a aleja Armii Krajowej,"By przejechać rowerem od z Gaju do Dworca PKS przez ulicę Borowską niestety trzeba dwukrotnie przejeżdżać na druga stronę ulicy. Pierwszy raz przy skrzyżowaniu Borowskiej i Świeradowskiej drugi raz z powrotem przy skrzyżowaniu alei Armii Krajowej. Są to bardzo kłopotliwe i czasochłonne manewry. Sprawę rozwiązał by ciąg pieszo rowerowy (umożliwienie jazdy po chodniku) na wschodnim odcinku ul. Borowskiej. Większość prac ograniczyła by się jedynie do postawienia odpowiednich znaków. Jedynym miejscem prac budowlanych był by asfaltowy ""objazd"" przystanku autobusowego ""Jabłeczna"" oraz połączenie istniejącej drogi rowerowej przy posterunku straży pożarnej.","[['files/attachments_2016/497/68054e0af2dc4dcb9db9bea5c9b3d8b5.JPG', '\n\n\n\n\n'], ['files/attachments_2016/497/286398f2f7031cd6b207df0e7184cc3e.JPG', '\n\n\n\n\n'], ['files/attachments_2016/497/aa6dda4989e468e7ffef8f12c016ce85.JPG', '\n\n\n\n\n']]"
8,niewybrany,208,Parking przy skrzyżowaniu Kosmonautów i Boguszowskiej (park&ride) ,38.1298076923,0,750000,drogowe,do 750 000 zł,"Leśnica, Maślice, Pracze Odrzańskie",brak.,"Projekt zakłada budowę parkingu z kostki brukowej dla około 50 samochodów. Celem projektu jest zlikwidowanie nielegalnego parkingu przy ulicy Lazurowej oraz ułatwienie dojazdu do centrum mieszkańcom okolicznych osiedli.

Zintegrowanie systemu komunikacji zbiorowej i transportu indywidualnego jest niezbędne w rozwijającym się mieście. Rozbudowa okolicznych osiedli doprowadziła do naturalnego powstania parkingu typu Park & Ride (parkuj i jedź), a projekt ma na celu wyłącznie uporządkowanie tego miejsca i ułatwienie korzystania z niego. ",[]
39,wycofany,,Kładka rowerowo-piesza nad Widawą w miejscu starego mostku. Za Rędzinem i Leśnicą w kierunku Paniowic przez Las Rędziński i Widawę. ,0,0,1000000,piesze/rowerowe,do 1 000 000 zł,projekt ogólnomiejski,brak.,"Zdecydowane ułatwienie dla rowerzystów i pieszych chcących dostać się do Urazu, Szewc i w stronę Obornickich Lasów. Uniknięcie ruchliwej i niebezpiecznej dla turystów pieszych i rowerowych drogi Wrocław - Oborniki Śląskie. Wzrost znaczenia terenów Natura 2000 w granicach miasta Wrocławia. Nowa perspektywa utworzenia szlaków turystcznych etc..",[]
574,niewybrany,57,Chodnik wzdłuż Kłokoczyckiej ,41.649122807,-1,250000,piesze/rowerowe,do 250 000 zł,"Pawłowice, Psie Pole-Zawidawie","Osiedle Kłokoczyce, wjazd od strony miasta, chodnik od znaku strefy 30 km/h do wysokości pętli autobusowej, w większości po lewej stronie jezdni.","Ulica Kłokoczycka jest głównym ciągiem komunikacyjnym osiedla, drogą łączącą z Wrocławiem.  Służy kierowcom i rowerzystom, niestety nie ma wzdłuż niej chodników.  Piesi się poruszają wąskimi, wydeptanymi poboczami. Ostatnio zbudowano ładne przystanki autobusowe, czas na połączenie ich chodnikiem. Biorąc pod uwagę ubiegłoroczną wycenę, projekt obejmuje odcinek od znaku strefy 30 km/h do posesji o adresie Kłokoczycka 160 d.  Na tym odcinku proponuję poprowadzenie chodnika lewą stroną jezdni (patrząc od strony miasta). Przy wspomnianej posesji można zrobić przejście na drugą stronę jezdni i krótki odcinek chodnika do pętli autobusowej. 
Beneficjentami projektu są mieszkańcy osiedla Kłokoczyce. Budowa chodnika powinna zdecydowanie poprawić komfort i bezpieczeństwo poruszania się pieszych wzdłuż ulicy Kłokoczyckiej.","[['files/attachments_2016/574/65d8983911b386906322809d60810c62.jpg', '\n\n\n\n\n'], ['files/attachments_2016/574/a068ba95cf46326944ee1da976b634a0.jpg', '\n\n\n\n\n'], ['files/attachments_2016/574/da723a70612a130c1b374558db98358e.jpg', '\n\n\n\n\n']]"
527,wycofany,,Ścieżka wzdłuż torów - Trawowa- Sokalska ,0,0,25000,piesze/rowerowe,do 250 000 zł,"Muchobór Wielki, Żerniki, Jerzmanowo-Jarnołtów-Strachowice-Osiniec","Google maps: https://www.google.pl/maps/@51.1007716,16.9535063,3a,75y,145.3h,81.36t/data=!3m7!1e1!3m5!1sSsiu6EBcMvdEHcs41inbXA!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DSsiu6EBcMvdEHcs41inbXA%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D147.43381%26pitch%3D0!7i13312!8i6656?hl=pl","Wybudowanie przejazdu z płyt betonowych dla pieszych i rowerów wzdłuż torów, łączącego ul. Trawową z ul. Sokalską.
Beneficjenci: działkowicze, mieszkańcy osiedla Morelowego, mieszkańcy domków przy Sokalskiej
Aktualny stan:  droga wzdłuż torów jest nieutwardzona, podczas deszczu uniemożliwia swobodne przejście między sąsiadującymi osiedlami.
Lokalizacja: https://www.google.pl/maps/@51.1007716,16.9535063,3a,75y,145.3h,81.36t/data=!3m7!1e1!3m5!1sSsiu6EBcMvdEHcs41inbXA!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DSsiu6EBcMvdEHcs41inbXA%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D147.43381%26pitch%3D0!7i13312!8i6656?hl=pl
Zakres prac: położenie ok. 100-150 metrów płyt betonowych lub chodnika
",[]
289,wybrany,526,Park rekreacyjny na Psim Polu etap I ,37.4448669202,2,250000,zieleń/rekreacja,do 250 000 zł,"Pawłowice, Psie Pole-Zawidawie",Teren zielony przy ulicy Gorlickiej pomiędzy zabudową bloków wykonanych przez dachbud oraz przyległy do wykonanego obecnie cpr-a w ramach wbo 2014,"W rejonie Osiedla Krzywoustego, Zgorzeliska oraz okolic rynku Psiego Pola brakuje miejsca do spotkań, rekreacyjnych ćwiczeń oraz ogólnodostępnego szlaku do biegania blisko zabudowań.
To miejsce jest do tego idealne i będzie sprzyjać integracji społecznej. Coraz większa popularność biegania oraz wszelkiego rodzaju aktywności fizycznej wśród dorosłych oraz dzieci sprawi, że miejsce to będzie żyło.
Projekt podzielony został na dwa etapy. W pierwszym wykonane będzie porządkowanie terenu oraz wykonanie jednej ścieżki. W przyszłorocznym budżecie planowana jest kontynuacja projektu i zgłoszenie obejmować będzie wyposażenie w sprzęt do ćwiczeń na powietrzu, oświetlenie oraz wykonanie drugiej ścieżki.",[]
758,wycofany,,"Naprawiamy skrzyżowanie Racławicka/Orla/Gajowicka... i ratujemy dzieci, mieszkańców i osiedle przed zgubnymi wpływami tranzytu do Smolca. ",0,2,250000,drogowe,do 250 000 zł,"Gajowice, Powstańców Śląskich, Borek",Skrzyżowanie Racławicka / Gajowicka / Orla,"Na przełomie 2016/2017 roku planowane jest oddanie do użytku mostu między Oporowem i Krzykami na rzece Ślęzy. Skrzyżowanie ulic Racławickiej, Orlej i Gajowickiej już w tej chwili potrafi być niewydolne komunikacyjnie w godzinach porannego szczytu, po otwarciu mostu nie może być lepiej, auta będą rano stały w gigantycznym korku. Niestety na to niewiele można już poradzić - klamka zapadła. 
Dużo gorsza sytuacja z punktu widzenia mieszkańców rejonu numer 9 ma miejsce po południu: w szczycie popołudniowym skrót przez Gajowicką i Racławicką już wykorzystywany jest przez mieszkańców Krzyków, Kleciny, Partynic i innych południowych osiedli Wrocławia. Po otwarciu mostu dojdzie do tego ruch w stronę Oporowa, oraz suburbiów takich jak Smolec.
Już teraz w szczycie popołudniowym znaczącym problemem jest nadmierna prędkość osiągana przez kierujących wracających z pracy przez w/w skrzyżowanie. Przy skrzyżowaniu tym mieści się przedszkole oraz mieszka kilkaset ludzi.

W związku z powyższym wnioskuję o zastosowanie szczytowych osiągnięć zachodniej inżynierii miejskiej w celu WYMUSZENIA przestrzegania przepisów ruchu drogowego, w tym w szczególności ograniczeń prędkości, zasad parkowania oraz pierwszeństwa osób pieszych w rejonie skrzyżowania Racławicka/Orla/Gajowicka. 

W szczególności zastosować należy: zawężenie wlotów skrzyżowań (uszy Myszki Miki), doświetlenie przejść dla pieszych, wyniesienia przejść dla pieszych, wyostrzenie łuków skrzyżowania, ronda pinezkowe, parkowanie na jezdni i uwolnienie chodnika, słupki i barierki.
",[]
705,wycofany,,"Rzeźba, która przedstawiać będzie smutnego Rafała Dutkiewicza oraz wielką dłoń, z palcem wskazującym Ramiszów i dużym napisem ""Panu i Pana kolesiom już podziękujemy"". ",0,4,60000,inne,do 250 000 zł,"Nadodrze, Ołbin, Stare Miasto, Plac Grunwaldzki, Przedmieście Świdnickie",brak.,"Uzasadnieniem projektu jest dobro miasta Wrocławia, które dusi się w korkach i smogu, jest pobazgrane i zadłużone na kilka miliardów złotych. 

Rzeźba ma zostać umieszczona nad ulicą Sukiennice, tak by była dobrze widoczna dla osób wchodzących do Urzędu Miasta, a w szczególności z poziomu wzroku Rafała Dutkiewicza, tak by palec i napis był wyraźnie widoczny, nad ulicą.

*Ramiszów to miejsce zamieszkania prezydenta Wrocławia. Tak, nie mieszka on nawet we Wrocławiu.",[]
370,niewybrany,224,Power Green – siłownia zewnętrzna oraz slackline wśród zieleni na Hubach ,39.0,0,250000,zieleń/rekreacja,do 250 000 zł,"Huby, Gaj, Tarnogaj",38/1 AM 19 obręb Południe oraz fragment pod nawierzchnię utwardzoną na działce 42/1 AM 28 obręb Południe,"Proponowany projekt ma za zadanie chociaż w części zaspokoić potrzeby rekreacyjne i estetyczne mieszkańców i zapoczątkować „dobrą zmianę” okolicy. Objęty projektem zaniedbany i zdewastowany teren wymaga rewitalizacji oraz nadania nowej ciekawej funkcji. Proponujemy wykonanie nowoczesnej siłowni zewnętrznej, która zintegruje mieszkańców z różnych grup wiekowych od najmłodszych po seniorów, a także wykonanie podpór do coraz chętnej uprawianego sportu – Slackling’u. Otoczenie wszystkiego zielenią dodatkowo uatrakcyjni cały obszar. Utwardzenie biegnącego przez środek placyku często uczęszczanego przedeptu oraz poprowadzenie nowego oświetlenia zapewni bezpieczeństwo. W miarę możliwości montaż kamer oraz podpięcie do monitoringu miejskiego. 
Teren obejmuje obszar wokół, którego zamieszkuje duża liczba mieszkańców osiedla Huby. Ponadto bardzo blisko tego obszaru usytuowany jest duży kościół tj. im Św. Stanisława Kostki. W związku z tym teren ten odwiedzany jest i wykorzystywany nie tylko przez bezpośrednich mieszkańców, ale również przez innych mieszkańców uczęszczających do Świątyni.

Beneficjentami będą wszyscy mieszkańcy tej części miasta oraz osoby korzystające ze Świątyni.
Realizacja projektu wpłynęłaby na podwyższenie jakości życia mieszkańców Wrocławia ich zadowolenia i dałaby możliwość wyjścia z domów mieszkańców, aktywnego korzystania z istniejącego terenu, zaistnienia bezpośrednich kontaktów międzyludzkich, aktywizacji wszystkich mieszkańców bez względu na wiek. 
","[['files/attachments_2016/370/0201df816be68517a0587cb72d5a6f88.jpg', '\n\n\n\n\n']]"
453,wycofany,,Budowa ronda na skrzyżowaniu Balonowej i Bystrzyckiej dla poprawy bezpieczeństwa i płynności ruchu ,0,6,60000,drogowe,do 250 000 zł,"Pilczyce-Kozanów-Popowice Płn., Gądów-Popowice Płd., Szczepin",Skrzyżowanie ul.Bystrzyckiej i Balonowej przy przejeździe kolejowym.,"Skrzyżowanie ul.Balonowej i Bystrzyckiej przy przejeździe kolejowym jest miejscem nie tylko wyjątkowo niebezpiecznym (codziennie zdarzają się tam niebezpieczne sytuacje przez wymuszanie pierwszeństwa, dużo jest stłuczek, zdarzały się nawet dachowania), ale także wyjątkowo nieprzyjaznym zarówno dla kierowców (przejazd z ul.Balonowej na wprost lub w lewo w Bystrzycką jest w godzinach porannych jest mocno utrudniony, podobnie przejazd ul.Bystrzycką na wprost i w lewo jadąc w kierunku stacji kolejowej Kuźniki) jak i dla pieszych (brak choćby przejścia dla pieszych przez ul.Balonową).

Sytuacja wymaga pilnej zmiany, szczególnie w perspektywie otwarcia odbudowanego wiaduktu w ciągu ul.Chociebuskiej i powrotu ruchu autobusowego na tym odcinku. Rondo zapewni nie tylko poprawę bezpieczeństwa, ale i upłynni ruch, szczególnie ważny dla komunikacji miejskiej. 

Ronda przy przejazdach kolejowych funkcjonują z powodzeniem w bardzo ruchliwym miejscach. Jednym z przykładów są ronda po obu stronach ul.Patriotów (przy ul.Żegańskiej i Zwoleńskiej) w Warszawy przy przejeździe kolejowym ruchliwej linii na Otwock.",[]
